56136,11081,Savannah,Baker,2013-09-13 00:00:00.000,2013-07-15 00:00:00.000
70231,11082,Angela,Butler,2014-04-08 00:00:00.000,2013-06-24 00:00:00.000
70362,11083,Alyssa,Cox,2014-04-10 00:00:00.000,2013-06-08 00:00:00.000
71270,11084,Lucas,Phillips,2014-04-23 00:00:00.000,2013-06-06 00:00:00.000
74479,11085,Emily,Johnson,2014-06-10 00:00:00.000,2014-05-08 00:00:00.000
73610,11086,Ryan,Brown,2014-05-23 00:00:00.000,2013-12-02 00:00:00.000
63918,11087,Tamara,Liang,2014-01-09 00:00:00.000,2013-07-28 00:00:00.000
70654,11088,Hunter,Davis,2014-04-14 00:00:00.000,2013-06-15 00:00:00.000
71077,11089,Abigail,Price,2014-04-20 00:00:00.000,2013-05-31 00:00:00.000
71269,11090,Trevor,Bryant,2014-04-23 00:00:00.000,2013-06-29 00:00:00.000
74480,11091,Dalton,Perez,2014-06-10 00:00:00.000,2014-06-07 00:00:00.000
60629,11092,Cheryl,Diaz,2013-11-21 00:00:00.000,2013-06-14 00:00:00.000
59760,11093,Aimee,He,2013-11-08 00:00:00.000,2013-06-09 00:00:00.000
74557,11094,Cedric,Ma,2014-06-13 00:00:00.000,2014-01-21 00:00:00.000
60885,11095,Chad,Kumar,2013-11-25 00:00:00.000,2013-06-29 00:00:00.000
63115,11096,Andrés,Anand,2013-12-30 00:00:00.000,2013-07-25 00:00:00.000
62750,11097,Edwin,Nara,2013-12-24 00:00:00.000,2013-08-16 00:00:00.000
68475,11098,Mallory,Rubio,2014-03-18 00:00:00.000,2014-01-09 00:00:00.000
61367,11099,Adam,Ross,2013-12-01 00:00:00.000,2013-08-06 00:00:00.000
63819,11100,Latasha,Navarro,2014-01-07 00:00:00.000,2013-08-23 00:00:00.000
61165,11101,Abby,Sai,2013-11-29 00:00:00.000,2013-06-28 00:00:00.000
72645,11102,Julia,Nelson,2014-05-11 00:00:00.000,2014-03-05 00:00:00.000
59636,11103,Cassie,Chande,2013-11-06 00:00:00.000,2013-06-11 00:00:00.000
60241,11104,Edgar,Sara,2013-11-15 00:00:00.000,2013-06-24 00:00:00.000
59561,11105,Candace,Fernandez,2013-11-05 00:00:00.000,2013-06-02 00:00:00.000
60242,11106,Jessie,Liu,2013-11-15 00:00:00.000,2013-06-02 00:00:00.000
60612,11107,Bianca,Lin,2013-11-21 00:00:00.000,2013-06-15 00:00:00.000
60747,11108,Kari,Alvarez,2013-11-23 00:00:00.000,2013-06-01 00:00:00.000
60818,11109,Ruben,Kapoor,2013-11-24 00:00:00.000,2013-06-13 00:00:00.000
64674,11110,Curtis,Yang,2014-01-20 00:00:00.000,2013-08-13 00:00:00.000
64789,11111,Meredith,Gutierrez,2014-01-22 00:00:00.000,2013-08-12 00:00:00.000
65625,11112,Crystal,Wang,2014-02-02 00:00:00.000,2013-09-07 00:00:00.000
56547,11113,Micheal,Blanco,2013-09-21 00:00:00.000,2013-07-12 00:00:00.000
73942,11114,Leslie,Moreno,2014-05-28 00:00:00.000,2013-12-24 00:00:00.000
74279,11115,Alvin,Cai,2014-06-04 00:00:00.000,2014-05-24 00:00:00.000
68478,11116,Clinton,Carlson,2014-03-18 00:00:00.000,2013-12-12 00:00:00.000
60886,11117,April,Deng,2013-11-25 00:00:00.000,2013-06-01 00:00:00.000
75034,11118,Alvin,Zeng,2014-06-28 00:00:00.000,2014-04-12 00:00:00.000
71358,11119,Evan,James,2014-04-25 00:00:00.000,2013-07-06 00:00:00.000
66697,11120,Beth,Jiménez,2014-02-19 00:00:00.000,2013-09-27 00:00:00.000
70025,11121,Orlando,Suarez,2014-04-06 00:00:00.000,2014-01-27 00:00:00.000
64738,11122,Byron,Vazquez,2014-01-22 00:00:00.000,2013-12-02 00:00:00.000
75001,11123,Philip,Alvarez,2014-06-27 00:00:00.000,2014-03-17 00:00:00.000
60434,11124,Ross,Jordan,2013-11-18 00:00:00.000,2013-06-27 00:00:00.000
61444,11125,Dana,Navarro,2013-12-03 00:00:00.000,2013-08-06 00:00:00.000
70014,11126,Shaun,Carson,2014-04-05 00:00:00.000,2013-09-23 00:00:00.000
67537,11127,Jan,Edwards,2014-03-03 00:00:00.000,2013-09-10 00:00:00.000
64097,11128,Samantha,Long,2014-01-12 00:00:00.000,2013-11-19 00:00:00.000
51381,11129,Julia,Wright,2013-06-11 00:00:00.000,2012-01-06 00:00:00.000
72683,11130,Caroline,Russell,2014-05-11 00:00:00.000,NULL
74941,11131,Amanda,Rivera,2014-06-25 00:00:00.000,2014-05-24 00:00:00.000
55957,11132,Melissa,Richardson,2013-09-09 00:00:00.000,NULL
74212,11133,Angela,Griffin,2014-06-01 00:00:00.000,NULL
70015,11134,Larry,Townsend,2014-04-05 00:00:00.000,2013-11-23 00:00:00.000
56423,11135,Marcus,Harris,2013-09-18 00:00:00.000,NULL
51276,11136,Brianna,Morgan,2013-06-05 00:00:00.000,NULL
74843,11137,Jasmine,Taylor,2014-06-22 00:00:00.000,2013-12-31 00:00:00.000
74246,11138,Lauren,Davis,2014-06-02 00:00:00.000,2014-02-19 00:00:00.000
68541,11139,Tanya,Moreno,2014-03-19 00:00:00.000,2014-02-14 00:00:00.000
54694,11140,Javier,Alvarez,2013-08-19 00:00:00.000,NULL
67234,11141,Nicole,Ramirez,2014-02-28 00:00:00.000,2013-10-16 00:00:00.000
74625,11142,Eduardo,Patterson,2014-06-15 00:00:00.000,2014-06-03 00:00:00.000
73429,11143,Jonathan,Henderson,2014-05-21 00:00:00.000,2013-11-15 00:00:00.000
51647,11144,Edward,Hernandez,2013-06-27 00:00:00.000,NULL
51648,11145,Jasmine,Coleman,2013-06-27 00:00:00.000,NULL
66376,11146,Karla,Goel,2014-02-15 00:00:00.000,2014-01-08 00:00:00.000
68538,11147,Ernest,Wu,2014-03-18 00:00:00.000,2013-09-29 00:00:00.000
72191,11148,Ross,Vazquez,2014-05-05 00:00:00.000,2014-04-09 00:00:00.000
71957,11149,Theodore,Gill,2014-05-01 00:00:00.000,2014-03-28 00:00:00.000
62170,11150,Russell,Shen,2013-12-15 00:00:00.000,2013-11-09 00:00:00.000
68811,11151,Melinda,Gill,2014-03-22 00:00:00.000,2013-09-15 00:00:00.000
51382,11152,James,Williams,2013-06-11 00:00:00.000,NULL
55189,11153,Angela,James,2013-08-29 00:00:00.000,NULL
55215,11153,Angela,James,2013-08-29 00:00:00.000,2013-08-29 00:00:00.000
51398,11154,Megan,Walker,2013-06-12 00:00:00.000,NULL
51324,11155,Hunter,Robinson,2013-06-08 00:00:00.000,NULL
51365,11156,Maria,Roberts,2013-06-10 00:00:00.000,NULL
66182,11157,Hannah,Long,2014-02-11 00:00:00.000,2013-12-24 00:00:00.000
51534,11158,Jason,Wright,2013-06-21 00:00:00.000,NULL
70285,11159,Brianna,Hughes,2014-04-09 00:00:00.000,2014-02-08 00:00:00.000
53121,11160,Maurice,Tang,2013-07-24 00:00:00.000,NULL
70532,11161,Emily,Wood,2014-04-13 00:00:00.000,2013-11-01 00:00:00.000
52957,11162,Chase,Cox,2013-07-21 00:00:00.000,NULL
63663,11163,Gabriel,Wang,2014-01-05 00:00:00.000,2013-10-01 00:00:00.000
63662,11164,Devin,Brooks,2014-01-05 00:00:00.000,2013-09-27 00:00:00.000
59536,11165,Jocelyn,Alexander,2013-11-05 00:00:00.000,2013-10-25 00:00:00.000
72475,11166,Ashley,Martinez,2014-05-08 00:00:00.000,2014-03-16 00:00:00.000
71758,11167,Jasmine,Barnes,2014-04-30 00:00:00.000,2013-06-09 00:00:00.000
70924,11168,David,Rodriguez,2014-04-18 00:00:00.000,2013-06-17 00:00:00.000
66984,11169,Bryce,Richardson,2014-02-24 00:00:00.000,2013-10-26 00:00:00.000
74158,11170,Carol,Howard,2014-05-31 00:00:00.000,2014-01-26 00:00:00.000
70299,11171,Jonathan,Hill,2014-04-09 00:00:00.000,2013-06-18 00:00:00.000
74581,11172,Gabrielle,Adams,2014-06-13 00:00:00.000,2013-10-03 00:00:00.000
73809,11173,Sarah,Thomas,2014-05-26 00:00:00.000,2013-08-02 00:00:00.000
62770,11174,Nicholas,Robinson,2013-12-25 00:00:00.000,2013-12-13 00:00:00.000
69993,11175,Luis,Wang,2014-04-05 00:00:00.000,2013-06-24 00:00:00.000
75070,11176,Mason,Roberts,2014-06-29 00:00:00.000,2014-06-17 00:00:00.000
68374,11177,Jose,Flores,2014-03-16 00:00:00.000,2013-08-29 00:00:00.000
58674,11178,Nathan,Johnson,2013-10-26 00:00:00.000,2013-07-24 00:00:00.000
74508,11179,Molly,Rodriguez,2014-06-11 00:00:00.000,2013-08-12 00:00:00.000
67055,11180,April,Anand,2014-02-25 00:00:00.000,2013-08-17 00:00:00.000
61929,11181,Devin,Martin,2013-12-11 00:00:00.000,2013-10-07 00:00:00.000
74379,11182,Stephanie,Torres,2014-06-07 00:00:00.000,2014-01-28 00:00:00.000
60089,11183,Jasmine,Lee,2013-11-13 00:00:00.000,2013-09-30 00:00:00.000
68030,11184,Meghan,Hernandez,2014-03-11 00:00:00.000,2014-01-10 00:00:00.000
75038,11185,Ashley,Henderson,2014-06-28 00:00:00.000,2014-06-02 00:00:00.000
74464,11186,Sarah,Price,2014-06-09 00:00:00.000,2014-03-20 00:00:00.000
63725,11187,Jennifer,Cooper,2014-01-06 00:00:00.000,2013-09-03 00:00:00.000
74880,11188,Catherine,Morris,2014-06-23 00:00:00.000,2014-04-03 00:00:00.000
52321,11189,Lawrence,Blanco,2013-07-08 00:00:00.000,2012-01-26 00:00:00.000
74750,11190,Carson,Bryant,2014-06-18 00:00:00.000,2014-01-28 00:00:00.000
70229,11191,Kristi,Perez,2014-04-08 00:00:00.000,2013-06-12 00:00:00.000
67056,11192,James,Brown,2014-02-25 00:00:00.000,2013-11-23 00:00:00.000
64476,11193,Ian,Gray,2014-01-18 00:00:00.000,2013-07-28 00:00:00.000
72599,11194,Jacqueline,Price,2014-05-10 00:00:00.000,2013-08-13 00:00:00.000
68921,11195,Megan,Henderson,2014-03-24 00:00:00.000,2013-09-14 00:00:00.000
66986,11196,Alfredo,Romero,2014-02-24 00:00:00.000,2013-08-03 00:00:00.000
62485,11197,Andrea,Morris,2013-12-20 00:00:00.000,2013-10-02 00:00:00.000
52709,11198,Brooke,Sanders,2013-07-16 00:00:00.000,2013-07-08 00:00:00.000
68589,11199,Jacqueline,Bennett,2014-03-19 00:00:00.000,2013-08-18 00:00:00.000
74855,11200,Jason,Griffin,2014-06-22 00:00:00.000,2014-06-11 00:00:00.000
66032,11201,Amanda,Foster,2014-02-09 00:00:00.000,2013-12-01 00:00:00.000
66805,11202,Alexia,Price,2014-02-21 00:00:00.000,2014-02-15 00:00:00.000
72799,11203,Luis,Diaz,2014-05-13 00:00:00.000,2014-04-23 00:00:00.000
70495,11204,Destiny,Rivera,2014-04-12 00:00:00.000,2014-01-09 00:00:00.000
67980,11205,Abby,Fernandez,2014-03-10 00:00:00.000,2013-12-27 00:00:00.000
59092,11206,Blake,Flores,2013-10-30 00:00:00.000,2013-10-11 00:00:00.000
68636,11207,Danielle,Cox,2014-03-20 00:00:00.000,2013-07-03 00:00:00.000
66523,11208,Maria,Reed,2014-02-17 00:00:00.000,2013-08-04 00:00:00.000
74935,11209,Allison,Evans,2014-06-24 00:00:00.000,2013-08-25 00:00:00.000
65817,11210,Edward,Wood,2014-02-06 00:00:00.000,2013-10-06 00:00:00.000
74455,11211,Samantha,Russell,2014-06-09 00:00:00.000,2014-05-03 00:00:00.000
74759,11212,Chloe,Campbell,2014-06-19 00:00:00.000,2014-06-13 00:00:00.000
66048,11213,Stephanie,Murphy,2014-02-09 00:00:00.000,2013-08-28 00:00:00.000
71121,11214,Charles,Miller,2014-04-21 00:00:00.000,2014-01-14 00:00:00.000
73124,11215,Ana,Perry,2014-05-17 00:00:00.000,2014-04-22 00:00:00.000
52322,11216,Jasmine,Torres,2013-07-08 00:00:00.000,2012-01-15 00:00:00.000
52759,11217,Natalie,Adams,2013-07-17 00:00:00.000,2012-01-10 00:00:00.000
74362,11218,Olivia,Brown,2014-06-06 00:00:00.000,2013-07-31 00:00:00.000
74978,11219,Charles,Cook,2014-06-26 00:00:00.000,2014-03-31 00:00:00.000
72977,11220,Erica,Huang,2014-05-15 00:00:00.000,2013-08-14 00:00:00.000
68587,11221,Nathan,Perry,2014-03-19 00:00:00.000,2013-09-07 00:00:00.000
71732,11222,Alexandra,Rivera,2014-04-30 00:00:00.000,2014-04-03 00:00:00.000
74425,11223,Hailey,Patterson,2014-06-08 00:00:00.000,2014-05-14 00:00:00.000
72256,11224,Tiffany,Li,2014-05-05 00:00:00.000,2013-06-29 00:00:00.000
65843,11225,Madison,Lee,2014-02-06 00:00:00.000,2013-11-22 00:00:00.000
55430,11226,Sydney,Ross,2013-08-31 00:00:00.000,2013-07-24 00:00:00.000
52566,11227,Marshall,Chavez,2013-07-13 00:00:00.000,2012-01-03 00:00:00.000
74778,11228,Ashley,Jones,2014-06-19 00:00:00.000,2014-03-27 00:00:00.000
75004,11229,Adrian,Stewart,2014-06-27 00:00:00.000,2013-12-27 00:00:00.000
72684,11230,Amber,Turner,2014-05-11 00:00:00.000,2013-12-16 00:00:00.000
70607,11231,Dennis,Zhang,2014-04-14 00:00:00.000,2013-07-13 00:00:00.000
70702,11232,Hailey,Bryant,2014-04-15 00:00:00.000,2014-02-20 00:00:00.000
59716,11233,Todd,Li,2013-11-08 00:00:00.000,2013-07-11 00:00:00.000
66681,11234,Anna,Griffin,2014-02-19 00:00:00.000,2013-07-11 00:00:00.000
74377,11235,Angel,Stewart,2014-06-07 00:00:00.000,2013-12-04 00:00:00.000
74422,11236,Jeremy,Butler,2014-06-08 00:00:00.000,2014-03-05 00:00:00.000
71500,11237,Clarence,Anand,2014-04-27 00:00:00.000,2014-02-01 00:00:00.000
57240,11238,Mayra,Prasad,2013-09-30 00:00:00.000,2013-08-12 00:00:00.000
58833,11239,Latoya,Goel,2013-10-28 00:00:00.000,2013-10-25 00:00:00.000
57953,11240,Anne,Hernandez,2013-10-13 00:00:00.000,2013-10-08 00:00:00.000
69624,11241,Lisa,Cai,2014-03-31 00:00:00.000,2014-01-19 00:00:00.000
72324,11242,Larry,Munoz,2014-05-06 00:00:00.000,2014-04-20 00:00:00.000
59829,11243,Robin,Alvarez,2013-11-09 00:00:00.000,2013-07-11 00:00:00.000
62467,11244,Alexis,Coleman,2013-12-19 00:00:00.000,2013-08-24 00:00:00.000
72793,11245,Ricky,Vazquez,2014-05-13 00:00:00.000,2014-02-16 00:00:00.000
73507,11246,Latasha,Rubio,2014-05-22 00:00:00.000,2014-02-16 00:00:00.000
64449,11247,Claudia,Zhou,2014-01-17 00:00:00.000,2013-09-05 00:00:00.000
62127,11248,Tristan,Alexander,2013-12-14 00:00:00.000,NULL
66414,11249,Cindy,Patel,2014-02-15 00:00:00.000,2013-09-13 00:00:00.000
63748,11250,Shannon,Liu,2014-01-06 00:00:00.000,2013-11-28 00:00:00.000
68660,11251,Xavier,Long,2014-03-20 00:00:00.000,NULL
73397,11252,Nicholas,Thompson,2014-05-20 00:00:00.000,2013-06-28 00:00:00.000
72186,11253,José,Hernandez,2014-05-05 00:00:00.000,2014-04-30 00:00:00.000
73048,11254,Johnathan,Vance,2014-05-16 00:00:00.000,2014-04-25 00:00:00.000
55400,11255,Colin,Lin,2013-08-31 00:00:00.000,2013-07-26 00:00:00.000
68505,11256,Katelyn,Hernandez,2014-03-18 00:00:00.000,2013-09-15 00:00:00.000
73079,11257,Jacqueline,Powell,2014-05-16 00:00:00.000,2013-06-02 00:00:00.000
62206,11258,Xavier,Hill,2013-12-15 00:00:00.000,2013-10-21 00:00:00.000
73568,11259,Victoria,Stewart,2014-05-22 00:00:00.000,2013-06-17 00:00:00.000
60705,11260,Katelyn,Kelly,2013-11-23 00:00:00.000,2013-07-08 00:00:00.000
73768,11261,Stephanie,Collins,2014-05-25 00:00:00.000,2013-06-01 00:00:00.000
74919,11262,Jennifer,Simmons,2014-06-24 00:00:00.000,2014-06-15 00:00:00.000
72776,11263,Trinity,Richardson,2014-05-12 00:00:00.000,2013-05-30 00:00:00.000
72051,11264,Eduardo,Martin,2014-05-02 00:00:00.000,2013-06-04 00:00:00.000
51275,11265,Elizabeth,Jones,2013-06-05 00:00:00.000,NULL
51554,11266,Taylor,Howard,2013-06-22 00:00:00.000,2012-02-10 00:00:00.000
51345,11267,David,Diaz,2013-06-09 00:00:00.000,2012-02-17 00:00:00.000
70906,11268,Katelyn,Carter,2014-04-18 00:00:00.000,2013-10-29 00:00:00.000
66126,11269,Ryan,Foster,2014-02-10 00:00:00.000,2014-01-22 00:00:00.000
51346,11270,Robert,Lee,2013-06-09 00:00:00.000,2012-02-10 00:00:00.000
51590,11271,Danielle,Reed,2013-06-24 00:00:00.000,2012-02-27 00:00:00.000
51444,11272,Lauren,Martinez,2013-06-15 00:00:00.000,2012-02-19 00:00:00.000
58492,11273,Nathan,Lal,2013-10-23 00:00:00.000,2013-10-14 00:00:00.000
53280,11274,Kyle,Foster,2013-07-27 00:00:00.000,2012-01-29 00:00:00.000
51430,11275,Jenny,Rai,2013-06-14 00:00:00.000,2012-01-30 00:00:00.000
74923,11276,Nancy,Chapman,2014-06-24 00:00:00.000,2014-06-20 00:00:00.000
74728,11277,Charles,Jackson,2014-06-18 00:00:00.000,2014-06-16 00:00:00.000
51277,11278,Jonathan,Phillips,2013-06-05 00:00:00.000,2012-02-16 00:00:00.000
60671,11279,Amanda,Cook,2013-11-22 00:00:00.000,2013-08-03 00:00:00.000
63837,11280,Robert,Collins,2014-01-08 00:00:00.000,2013-12-01 00:00:00.000
51417,11281,Megan,Barnes,2013-06-13 00:00:00.000,2012-02-13 00:00:00.000
51264,11282,Christian,Thomas,2013-06-04 00:00:00.000,2012-01-31 00:00:00.000
65104,11283,Arturo,Lal,2014-01-28 00:00:00.000,2013-10-29 00:00:00.000
57339,11284,Theresa,Serrano,2013-10-02 00:00:00.000,2013-07-09 00:00:00.000
69180,11285,Jeremy,Anderson,2014-03-28 00:00:00.000,2013-12-27 00:00:00.000
51553,11286,Hunter,Griffin,2013-06-22 00:00:00.000,2012-02-21 00:00:00.000
75096,11287,Henry,Garcia,2014-06-30 00:00:00.000,2014-06-14 00:00:00.000
64710,11288,Cindy,Sanchez,2014-01-21 00:00:00.000,2013-08-05 00:00:00.000
51489,11289,Maria,Carter,2013-06-18 00:00:00.000,2012-02-08 00:00:00.000
51677,11290,Katelyn,Sanchez,2013-06-29 00:00:00.000,2012-02-20 00:00:00.000
51533,11291,Jenna,Wright,2013-06-21 00:00:00.000,2012-02-04 00:00:00.000
51230,11292,Seth,Phillips,2013-06-02 00:00:00.000,2012-02-15 00:00:00.000
54439,11293,Luke,Long,2013-08-15 00:00:00.000,2013-07-27 00:00:00.000
74335,11294,Dalton,Clark,2014-06-05 00:00:00.000,2014-02-25 00:00:00.000
51380,11295,Taylor,Lewis,2013-06-11 00:00:00.000,2012-02-25 00:00:00.000
51959,11296,Haley,Richardson,2013-07-01 00:00:00.000,2012-02-01 00:00:00.000
53056,11297,Noah,Coleman,2013-07-23 00:00:00.000,2012-02-26 00:00:00.000
53122,11298,Jon,Luo,2013-07-24 00:00:00.000,2012-02-12 00:00:00.000
53281,11299,Orlando,Vazquez,2013-07-27 00:00:00.000,2012-02-26 00:00:00.000
74226,11300,Fernando,Barnes,2014-06-02 00:00:00.000,2014-05-21 00:00:00.000
68184,11301,Cameron,Rodriguez,2014-03-13 00:00:00.000,2013-11-09 00:00:00.000
52147,11302,Spencer,Russell,2013-07-05 00:00:00.000,2012-02-06 00:00:00.000
53235,11303,Julia,Coleman,2013-07-26 00:00:00.000,2012-02-02 00:00:00.000
56609,11304,Julia,Garcia,2013-09-22 00:00:00.000,2013-08-20 00:00:00.000
63588,11305,Sean,Evans,2014-01-04 00:00:00.000,2013-08-25 00:00:00.000
65922,11306,Micah,Zhou,2014-02-07 00:00:00.000,2013-11-30 00:00:00.000
52452,11307,Hunter,Rodriguez,2013-07-11 00:00:00.000,2012-02-04 00:00:00.000
74695,11308,Ian,Gonzales,2014-06-17 00:00:00.000,2014-02-07 00:00:00.000
74376,11309,Victoria,Lewis,2014-06-07 00:00:00.000,2013-12-09 00:00:00.000
73833,11310,Erin,Sanders,2014-05-26 00:00:00.000,2014-01-12 00:00:00.000
66273,11311,Gabrielle,Lopez,2014-02-13 00:00:00.000,2013-09-18 00:00:00.000
59318,11312,Sara,Richardson,2013-11-02 00:00:00.000,2013-10-17 00:00:00.000
71574,11313,Trevor,Jenkins,2014-04-28 00:00:00.000,2013-10-07 00:00:00.000
72199,11314,Mya,Flores,2014-05-05 00:00:00.000,2013-07-28 00:00:00.000
