2009-01-15,13,215 Harrington Mark
2009-01-14,7,"148 Watters Jason, 134 Gubbels Eric"
2009-01-14,16,1 Sánchez Ken
2009-01-13,7,114 Krapauskas Mindaugas
2009-01-12,4,23 Gibson Mary
2009-01-12,7,"100 Song Lolan, 199 Nartker Paula"
2009-01-12,10,262 Barber David
2009-01-11,7,"156 Sacksteder Lane, 60 Male Pete"
2009-01-11,11,269 Bacon Dan
2009-01-10,7,133 Rothkugel Michael
2009-01-08,7,208 Gode Scott
2009-01-07,7,74 Rettig Bjorn
2009-01-07,8,224 Vong William
2009-01-06,7,99 Yu Nuan
2009-01-06,10,243 Spoon Candy
2009-01-05,7,86 Cornelsen Ryan
2009-01-04,7,"31 Shoop Margie, 155 Fakhouri Fadi, 198 Nay Lorraine"
2009-01-04,12,217 Arifin Zainal
2009-01-03,7,"162 Steele Laura, 127 Hamilton David"
2009-01-02,7,"43 Anderson Nancy, 171 Yalovsky David"
2009-01-02,15,121 Ackerman Pilar
2009-01-01,7,112 Evans John
2009-01-01,9,238 Luthra Vidur
2008-12-31,7,197 Patel Rajesh
2008-12-29,6,8 Margheim Diane
2008-12-29,7,32 Laszlo Rebecca
2008-12-28,7,182 Mirchandani Nitin
2008-12-28,13,216 Alexander Sean
2008-12-27,7,"188 Hite Douglas, 42 Kramer James, 93 Loh Kok-Ho"
2008-12-26,7,147 Reátegui Alayo Sandra
2008-12-26,15,124 Ralls Kim
2008-12-25,7,113 Moschell Linda
2008-12-25,9,239 Martin Mindy
2008-12-25,10,249 Kahn Wendy
2008-12-24,7,"196 Mohamed Shammi, 59 Hohman Bob"
2008-12-23,7,154 Sam Raymond
2008-12-23,11,272 Bueno Janaina
2008-12-22,7,"129 Yukish Gary, 87 Petculescu Cristian"
2008-12-21,7,170 Li George
2008-12-19,7,"73 Poland Carole, 95 Scardelis Jim"
2008-12-18,10,242 Poe Deborah
2008-12-17,7,"195 Liu Kevin, 111 Fatima Suroor, 33 Stahl Annik"
2008-12-16,7,153 Feng Hanying
2008-12-16,12,218 Kharatishvili Tengiz
2008-12-15,7,"161 Koenigsbauer Kirk, 70 Ortiz David, 78 D'sa Reuben"
2008-12-14,7,"110 Cao Jun, 169 Metters Susan"
2008-12-14,14,228 Kleinerman Christian
2008-12-13,9,240 Johnson Willis
2008-12-12,4,22 Harnpadoungsataya Sariya
2008-12-12,7,"94 Hunter Russell, 194 Northup Fred"
2008-12-12,8,222 Wright A. Scott
2008-12-11,11,263 Trenary Jean
2008-12-09,7,"187 McKay Yvonne, 181 Hines Michael"
2008-12-09,13,212 Wu Peng
2008-12-08,7,"108 Liu Jinghao, 44 Rapier Simon"
2008-12-07,7,"109 Ciccu Alice, 168 Young Garrett, 146 Wang Jian Shuo"
2008-12-07,15,"122 Eaton Susan, 123 Kuppa Vamsi"
2008-12-06,7,193 McGuel Alejandro
2008-12-06,9,235 Barreto de Mattos Paula
2008-12-05,7,58 Keil Kendall
2008-12-04,7,"128 Komosinski Paul, 135 Salmre Ivo"
2008-12-04,11,265 Sharma Ashvini
2008-12-03,7,102 Mu Zheng
2008-12-02,7,"206 Munson Stuart, 207 Alderson Greg, 167 Johnson David"
2008-12-01,7,72 Selikoff Steven
2008-12-01,8,26 Krebs Peter
2008-03-28,7,53 Glimp Diane
2008-03-17,7,62 Campbell John
2008-03-10,7,52 Hartwig Doris
2008-02-27,7,27 Brown Jo
2008-02-20,7,51 Ford Jeffrey
2008-02-08,7,55 Maxwell Taylor
2008-02-02,7,50 Higa Sidney
2008-01-31,1,2 Duffy Terri
2008-01-24,1,6 Goldberg Jossef
2008-01-07,7,49 Johnson Barry
2008-01-06,1,5 Erickson Gail
2008-01-06,7,48 Ellerbrock Ruth
2007-12-26,7,40 Dobney JoLynn
2007-12-20,4,16 Bradley David
2007-12-11,2,12 D'Hers Thierry
2007-12-05,2,4 Walters Rob
2007-11-11,1,3 Tamburello Roberto
2007-01-26,4,17 Brown Kevin
2006-06-30,7,28 Gilbert Guy
